Customer_ID,Gender,Age,L_O_S,Tariff,Handset
"K191250","女",17,18.566667,"CAT 200","ASAD90"
"K191270","男",18,30.000000,"CAT 200","ASAD90"
"K191280","女",20,41.100000,"CAT 200","ASAD90"
"K191290","男",14,38.533333,"CAT 200","ASAD170"
"K191300","男",17,42.733333,"CAT 200","ASAD170"
"K191330","男",18,58.133333,"CAT 200","S50"
"K191410","男",19,38.033333,"CAT 200","ASAD170"
"K191420","男",17,35.600000,"CAT 200","ASAD170"
"K191430","男",18,38.400000,"CAT 200","ASAD170"
"K191460","男",16,15.800000,"CAT 200","S50"
"K191470","女",24,15.966667,"CAT 200","ASAD170"
"K191490","女",15,34.166667,"CAT 200","ASAD170"
"K191510","女",13,38.966667,"CAT 200","ASAD90"
"K191520","女",21,40.966667,"CAT 200","ASAD170"
"K191540","女",22,19.466667,"CAT 200","ASAD170"
"K191600","男",17,16.000000,"CAT 200","ASAD170"
"K191610","女",21,51.533333,"CAT 200","ASAD170"
"K191650","女",20,12.100000,"CAT 200","ASAD90"
"K191670","男",15,46.433333,"CAT 200","ASAD170"
"K191690","女",13,45.400000,"CAT 200","ASAD170"
"K191730","女",13,24.300000,"CAT 200","ASAD170"
"K191750","男",20,48.933333,"CAT 200","ASAD170"
"K191770","女",14,23.333333,"CAT 200","ASAD170"
"K191800","男",18,38.100000,"CAT 200","ASAD170"
"K191840","女",25,42.166667,"CAT 200","ASAD170"
"K191930","女",23,38.233333,"CAT 200","S50"
"K191940","女",25,30.333333,"CAT 200","ASAD170"
"K191960","女",20,19.400000,"CAT 200","ASAD170"
"K192050","女",13,42.666667,"CAT 200","ASAD170"
"K192060","女",15,15.066667,"CAT 200","ASAD170"
"K192080","女",23,19.733333,"CAT 200","ASAD170"
"K192170","男",21,25.933333,"CAT 200","ASAD170"
"K192180","男",22,41.466667,"CAT 200","ASAD170"
"K192220","男",18,25.300000,"CAT 200","ASAD90"
"K192230","女",15,54.433333,"CAT 200","ASAD90"
"K192300","女",16,50.100000,"CAT 200","ASAD170"
"K192350","男",16,54.100000,"CAT 200","ASAD90"
"K192400","女",20,21.166667,"CAT 200","ASAD170"
"K192440","女",25,15.400000,"CAT 200","ASAD170"
"K192480","女",17,34.000000,"CAT 200","ASAD170"
"K192520","男",21,38.700000,"CAT 200","ASAD170"
"K192540","男",12,21.533333,"CAT 200","ASAD170"
"K192640","女",12,24.266667,"CAT 200","ASAD90"
"K192680","女",18,51.366667,"CAT 200","ASAD170"
"K192690","男",23,39.133333,"CAT 200","ASAD90"
"K192700","女",15,32.300000,"CAT 200","ASAD90"
"K192710","男",22,32.766667,"CAT 200","ASAD170"
"K192720","男",13,53.900000,"CAT 200","ASAD170"
"K192740","女",19,29.166667,"CAT 200","ASAD170"
"K192750","女",14,35.100000,"CAT 200","ASAD170"
"K192780","男",22,46.033333,"CAT 200","ASAD170"
"K192840","女",18,33.333333,"CAT 200","ASAD170"
"K192850","女",21,43.433333,"CAT 200","ASAD170"
"K192900","女",21,23.666667,"CAT 200","ASAD170"
"K192940","女",21,50.233333,"CAT 200","ASAD170"
"K192960","男",19,49.400000,"CAT 200","ASAD170"
"K192990","女",20,48.000000,"CAT 200","S50"
"K193050","男",24,43.500000,"CAT 200","ASAD170"
"K193090","男",21,31.300000,"CAT 200","ASAD170"
"K193120","女",17,26.166667,"CAT 200","ASAD170"
"K193130","男",15,9.666667,"CAT 200","ASAD170"
"K193150","女",24,34.066667,"CAT 200","ASAD90"
"K193220","男",24,12.433333,"CAT 200","ASAD170"
"K193300","男",22,46.166667,"CAT 200","ASAD90"
"K193340","男",13,57.000000,"CAT 200","ASAD90"
"K193350","男",14,24.133333,"CAT 200","ASAD170"
"K193360","女",18,54.866667,"CAT 200","ASAD170"
"K193380","男",23,42.266667,"CAT 200","ASAD170"
"K193400","女",13,53.366667,"CAT 200","ASAD170"
"K193410","女",12,19.500000,"CAT 200","ASAD170"
"K193440","男",15,14.766667,"CAT 200","S50"
"K193470","女",22,14.766667,"CAT 200","ASAD170"
"K193480","男",25,23.000000,"CAT 200","ASAD170"
"K193550","男",25,23.300000,"CAT 200","ASAD170"
"K193560","男",19,29.933333,"CAT 200","ASAD170"
"K193600","女",25,51.733333,"CAT 200","ASAD90"
"K193670","男",14,38.700000,"CAT 200","S50"
"K193720","男",12,46.800000,"CAT 200","ASAD170"
"K193730","女",25,54.033333,"CAT 200","ASAD170"
"K193750","女",22,38.833333,"CAT 200","S50"
"K193760","男",13,51.533333,"CAT 200","ASAD90"
"K193790","男",24,44.900000,"CAT 200","ASAD170"
"K193800","男",16,29.400000,"CAT 200","ASAD170"
"K193830","男",25,56.633333,"CAT 200","S50"
"K193890","男",24,15.500000,"CAT 200","ASAD170"
"K193920","女",16,24.833333,"CAT 200","ASAD90"
"K193940","女",23,51.300000,"CAT 200","ASAD170"
"K193960","女",15,31.166667,"CAT 200","S50"
"K193970","男",23,51.700000,"CAT 200","ASAD90"
"K194000","女",23,47.266667,"CAT 200","ASAD90"
"K194020","女",24,45.433333,"CAT 200","ASAD170"
"K194060","男",24,46.633333,"CAT 200","ASAD90"
"K194090","男",18,11.266667,"CAT 200","ASAD90"
"K194130","女",18,10.000000,"CAT 200","ASAD170"
"K194170","女",25,31.600000,"CAT 200","ASAD170"
"K194180","女",24,17.566667,"CAT 200","ASAD170"
"K194210","男",14,50.366667,"CAT 200","ASAD170"
"K194230","男",24,42.433333,"CAT 200","ASAD170"
"K194270","女",23,26.033333,"CAT 200","ASAD90"
"K194310","男",24,48.166667,"CAT 200","ASAD170"
"K194420","男",19,46.933333,"CAT 200","ASAD90"
"K194480","女",23,42.900000,"CAT 200","ASAD170"
"K194490","女",19,49.300000,"CAT 200","ASAD170"
"K194530","男",15,54.600000,"CAT 200","ASAD170"
"K194540","女",20,19.100000,"CAT 200","ASAD90"
"K194560","男",24,50.900000,"CAT 200","ASAD90"
"K194580","女",25,31.300000,"CAT 200","ASAD170"
"K194640","女",24,43.666667,"CAT 200","ASAD170"
"K194680","女",24,12.266667,"CAT 200","ASAD170"
"K194720","男",20,23.233333,"CAT 200","S50"
"K194820","男",20,33.733333,"CAT 200","ASAD170"
"K194840","男",16,16.000000,"CAT 200","ASAD90"
"K194860","男",21,33.200000,"CAT 200","ASAD170"
"K194880","男",20,49.400000,"CAT 200","ASAD90"
"K194890","男",14,17.666667,"CAT 200","ASAD170"
"K194950","男",19,36.600000,"CAT 200","ASAD170"
"K194990","男",13,21.600000,"CAT 200","ASAD90"
"K195040","男",19,56.700000,"CAT 200","ASAD170"
"K195060","男",19,55.700000,"CAT 200","ASAD170"
"K195070","男",24,29.033333,"CAT 200","S50"
"K195090","女",14,11.466667,"CAT 200","ASAD90"
"K195140","女",25,47.166667,"CAT 200","ASAD170"
"K195250","男",21,39.666667,"CAT 200","ASAD170"
"K195290","女",20,49.866667,"CAT 200","ASAD170"
"K195300","女",24,22.700000,"CAT 200","S50"
"K195330","男",15,35.300000,"CAT 200","ASAD170"
"K195340","男",18,28.133333,"CAT 200","ASAD170"
"K195360","男",14,54.000000,"CAT 200","S50"
"K195380","女",25,31.100000,"CAT 200","ASAD170"
"K195390","男",25,15.366667,"CAT 200","ASAD170"
"K195410","女",25,54.100000,"CAT 200","ASAD170"
"K195420","男",22,32.466667,"CAT 200","ASAD170"
"K195530","女",20,55.166667,"CAT 200","ASAD90"
"K195540","男",21,10.000000,"CAT 200","S50"
"K195550","男",24,54.500000,"CAT 200","ASAD170"
"K195560","男",22,27.033333,"CAT 200","ASAD170"
"K195600","男",21,38.566667,"CAT 200","ASAD170"
"K195610","男",12,15.466667,"CAT 200","ASAD170"
"K195650","女",12,47.733333,"CAT 200","ASAD170"
"K195660","女",19,29.833333,"CAT 200","S50"
"K195670","女",19,44.800000,"CAT 200","S50"
"K195680","女",17,46.800000,"CAT 200","ASAD170"
"K195690","女",22,33.366667,"CAT 200","ASAD90"
"K195700","女",24,50.066667,"CAT 200","ASAD170"
"K195710","男",23,46.133333,"CAT 200","ASAD170"
"K195720","男",16,33.833333,"CAT 200","S50"
"K195730","男",23,54.333333,"CAT 200","ASAD170"
"K195810","女",17,13.900000,"CAT 200","ASAD170"
"K195820","男",24,14.533333,"CAT 200","ASAD170"
"K195840","男",24,43.866667,"CAT 200","ASAD170"
"K195850","女",12,53.666667,"CAT 200","ASAD170"
"K195860","女",18,11.533333,"CAT 200","ASAD170"
"K195880","男",18,15.466667,"CAT 200","ASAD170"
"K195920","女",13,10.133333,"CAT 200","ASAD170"
"K195940","男",24,32.533333,"CAT 200","ASAD170"
"K195960","男",23,32.166667,"CAT 200","ASAD170"
"K196050","男",18,29.033333,"CAT 200","ASAD170"
"K196060","男",16,34.866667,"CAT 200","S50"
"K196070","女",18,18.866667,"CAT 200","ASAD170"
"K196100","女",18,11.933333,"CAT 200","S50"
"K196110","男",25,32.500000,"CAT 200","ASAD90"
"K196130","女",19,53.300000,"CAT 200","ASAD170"
"K196160","男",20,9.633333,"CAT 200","ASAD90"
"K196190","男",21,56.900000,"CAT 200","ASAD170"
"K196200","男",19,44.666667,"CAT 200","ASAD170"
"K196220","男",22,17.566667,"CAT 200","ASAD90"
"K196250","女",25,19.966667,"CAT 200","ASAD90"
"K196270","女",21,24.066667,"CAT 200","ASAD170"
"K196320","男",22,33.100000,"CAT 200","ASAD170"
"K196340","女",21,35.366667,"CAT 200","ASAD170"
"K196350","男",12,44.666667,"CAT 200","ASAD170"
"K196380","女",17,48.766667,"CAT 200","ASAD90"
"K196390","女",16,32.666667,"CAT 200","ASAD90"
"K196450","男",14,40.933333,"CAT 200","ASAD170"
"K196470","男",22,43.900000,"CAT 200","ASAD90"
"K196500","女",19,54.466667,"CAT 200","ASAD170"
"K196530","女",12,28.233333,"CAT 200","ASAD170"
"K196540","男",16,13.733333,"CAT 200","S50"
"K196570","女",21,9.633333,"CAT 200","S50"
"K196660","男",12,13.833333,"CAT 200","ASAD170"
"K196670","女",19,34.633333,"CAT 200","ASAD170"
"K196700","男",25,37.933333,"CAT 200","ASAD170"
"K196730","男",20,40.466667,"CAT 200","ASAD90"
"K196740","女",25,54.766667,"CAT 200","ASAD90"
"K196760","女",14,30.333333,"CAT 200","ASAD90"
"K196770","男",18,29.766667,"CAT 200","ASAD170"
"K196780","男",17,49.466667,"CAT 200","ASAD170"
"K196800","男",25,16.833333,"CAT 200","S50"
"K196870","女",12,31.400000,"CAT 200","ASAD170"
"K196890","男",19,35.066667,"CAT 200","ASAD90"
"K196930","男",14,42.500000,"CAT 200","S50"
"K196940","女",23,16.433333,"CAT 200","ASAD90"
"K196970","女",14,10.133333,"CAT 200","ASAD170"
"K197000","男",16,56.300000,"CAT 200","ASAD170"
"K197010","女",16,43.666667,"CAT 200","ASAD170"
"K197050","女",22,18.666667,"CAT 200","ASAD170"
"K197060","男",22,56.900000,"CAT 200","ASAD170"
"K197090","女",15,27.533333,"CAT 200","ASAD170"
"K197120","男",17,10.833333,"CAT 200","ASAD170"
"K197140","男",24,56.500000,"CAT 200","ASAD90"
"K197160","男",14,12.733333,"CAT 200","ASAD170"
"K197190","男",24,30.600000,"CAT 200","ASAD170"
"K197240","女",20,16.266667,"CAT 200","ASAD170"
"K197270","男",20,9.866667,"CAT 200","ASAD90"
"K197310","女",18,46.400000,"CAT 200","ASAD170"
"K197320","女",25,44.933333,"CAT 200","ASAD170"
"K197350","男",23,52.100000,"CAT 200","S50"
"K197360","女",12,17.666667,"CAT 200","S50"
"K197390","女",24,13.866667,"CAT 200","ASAD170"
"K197460","男",19,24.433333,"CAT 200","ASAD90"
"K197480","男",25,55.933333,"CAT 200","ASAD170"
"K197490","女",14,13.500000,"CAT 200","ASAD170"
"K197500","女",22,31.833333,"CAT 200","ASAD170"
"K197600","女",23,24.666667,"CAT 200","ASAD170"
"K197610","男",25,44.800000,"CAT 200","ASAD170"
"K197640","女",25,34.733333,"CAT 200","ASAD170"
"K197660","女",25,56.166667,"CAT 200","ASAD170"
"K197690","男",19,35.666667,"CAT 200","S50"
"K197720","男",17,39.300000,"CAT 200","S50"
"K197740","男",18,9.833333,"CAT 200","ASAD170"
"K197800","女",19,28.400000,"CAT 200","ASAD170"
"K197810","男",24,40.966667,"CAT 200","ASAD170"
"K197820","男",24,10.100000,"CAT 200","S50"
"K197830","男",20,14.800000,"CAT 200","ASAD170"
"K197880","女",25,51.700000,"CAT 200","ASAD170"
"K197940","男",23,14.166667,"CAT 200","ASAD170"
"K197960","女",24,51.700000,"CAT 200","ASAD170"
"K198000","男",25,33.033333,"CAT 200","ASAD170"
"K198020","女",16,30.266667,"CAT 200","ASAD90"
"K198030","男",17,17.600000,"CAT 200","ASAD170"
"K198050","男",16,39.966667,"CAT 200","ASAD170"
"K198080","男",19,56.033333,"CAT 200","ASAD170"
"K198100","男",19,41.300000,"CAT 200","ASAD170"
"K198120","男",21,49.300000,"CAT 200","S50"
"K198130","男",21,14.633333,"CAT 200","ASAD170"
"K198190","女",24,29.066667,"CAT 200","S50"
"K198220","男",23,56.266667,"CAT 200","ASAD170"
"K198250","女",12,30.433333,"CAT 200","ASAD170"
"K198260","女",12,43.400000,"CAT 200","ASAD170"
"K198290","女",23,11.966667,"CAT 200","ASAD170"
"K198300","男",22,42.400000,"CAT 200","ASAD90"
"K198330","女",18,29.500000,"CAT 200","ASAD170"
"K198360","男",12,37.800000,"CAT 200","ASAD170"
"K198370","男",13,57.400000,"CAT 200","ASAD170"
"K198410","女",14,21.366667,"CAT 200","ASAD90"
"K198430","男",13,32.366667,"CAT 200","ASAD170"
"K198440","男",16,39.466667,"CAT 200","ASAD170"
"K198450","男",23,56.600000,"CAT 200","ASAD170"
"K198480","女",16,49.766667,"CAT 200","ASAD170"
"K198490","女",14,36.266667,"CAT 200","ASAD170"
"K198560","男",25,31.500000,"CAT 200","ASAD90"
"K198680","女",22,23.866667,"CAT 200","ASAD170"
"K198700","女",17,39.500000,"CAT 200","ASAD170"
"K198720","男",20,47.200000,"CAT 200","ASAD170"
"K198770","男",20,34.066667,"CAT 200","ASAD170"
"K198790","男",14,18.533333,"CAT 200","ASAD90"
"K198800","男",24,52.400000,"CAT 200","ASAD90"
"K198850","女",22,39.500000,"CAT 200","ASAD170"
"K198880","女",20,34.466667,"CAT 200","ASAD170"
"K198890","男",17,37.300000,"CAT 200","ASAD170"
"K198920","女",15,30.200000,"CAT 200","ASAD170"
"K198970","男",25,24.833333,"CAT 200","ASAD170"
"K198980","男",19,45.900000,"CAT 200","ASAD90"
"K198990","女",12,39.066667,"CAT 200","ASAD170"
"K199010","女",12,51.300000,"CAT 200","S50"
"K199020","女",25,30.566667,"CAT 200","ASAD90"
"K199030","男",22,26.433333,"CAT 200","ASAD170"
"K199060","女",18,53.600000,"CAT 200","ASAD170"
"K199070","男",21,22.633333,"CAT 200","ASAD170"
"K199140","女",25,31.500000,"CAT 200","ASAD90"
"K199180","男",12,17.066667,"CAT 200","ASAD170"
"K199190","女",13,30.766667,"CAT 200","ASAD90"
"K199200","男",25,11.766667,"CAT 200","ASAD170"
"K199220","女",24,40.633333,"CAT 200","S50"
"K199250","男",18,45.166667,"CAT 200","ASAD170"
"K199260","男",23,20.800000,"CAT 200","ASAD170"
"K199280","男",20,15.966667,"CAT 200","ASAD170"
"K199310","女",25,24.566667,"CAT 200","ASAD90"
"K199340","女",16,17.433333,"CAT 200","S50"
"K199360","女",23,12.766667,"CAT 200","S50"
"K199400","男",18,11.466667,"CAT 200","ASAD170"
"K199430","男",25,48.666667,"CAT 200","ASAD170"
"K199440","男",24,25.666667,"CAT 200","ASAD90"
"K199450","男",20,43.000000,"CAT 200","ASAD170"
"K199480","男",25,54.633333,"CAT 200","ASAD90"
"K199520","女",15,24.200000,"CAT 200","ASAD170"
"K199530","女",25,24.100000,"CAT 200","ASAD170"
"K199620","女",16,15.400000,"CAT 200","S50"
"K199660","男",23,24.633333,"CAT 200","ASAD90"
"K199680","男",25,29.366667,"CAT 200","ASAD170"
"K199760","女",23,56.766667,"CAT 200","ASAD170"
"K199910","女",18,22.666667,"CAT 200","S50"
"K199920","女",20,10.800000,"CAT 200","ASAD170"
"K199930","男",21,35.000000,"CAT 200","ASAD90"
"K199940","女",15,18.900000,"CAT 200","S50"
"K200010","男",14,20.466667,"CAT 200","ASAD170"
"K200050","女",25,22.866667,"CAT 200","ASAD90"
"K200090","女",19,28.466667,"CAT 200","S50"
"K200100","男",13,25.100000,"CAT 200","ASAD90"
"K200110","男",20,38.900000,"CAT 200","S50"
"K200140","女",19,10.266667,"CAT 200","ASAD170"
"K200150","女",12,22.033333,"CAT 200","ASAD90"
"K200180","女",25,41.866667,"CAT 200","S50"
"K200200","女",14,17.900000,"CAT 200","ASAD170"
"K200230","女",19,23.266667,"CAT 200","ASAD170"
"K200270","男",19,30.600000,"CAT 200","ASAD90"
"K200280","男",25,30.833333,"CAT 200","ASAD170"
"K200320","女",21,33.833333,"CAT 200","ASAD90"
"K200330","女",22,41.800000,"CAT 200","ASAD170"
"K200350","男",21,32.566667,"CAT 200","ASAD170"
"K200360","女",24,22.000000,"CAT 200","ASAD170"
"K200420","女",21,15.500000,"CAT 200","ASAD90"
"K200430","男",15,36.233333,"CAT 200","ASAD170"
"K200450","女",21,30.500000,"CAT 200","ASAD170"
"K200460","女",17,42.166667,"CAT 200","ASAD170"
"K200490","女",21,33.600000,"CAT 200","ASAD90"
"K200520","女",14,20.133333,"CAT 200","ASAD170"
"K200550","男",20,37.133333,"CAT 200","ASAD170"
"K200630","女",19,53.066667,"CAT 200","S50"
"K200660","女",21,16.266667,"CAT 200","ASAD170"
"K200670","女",25,32.966667,"CAT 200","S50"
"K200690","女",18,30.600000,"CAT 200","ASAD170"
"K200710","女",25,47.266667,"CAT 200","ASAD170"
"K200720","男",12,54.133333,"CAT 200","ASAD170"
"K200820","女",24,47.500000,"CAT 200","ASAD90"
"K200840","男",22,16.233333,"CAT 200","ASAD170"
"K200870","男",12,16.100000,"CAT 200","ASAD170"
"K200910","女",23,22.866667,"CAT 200","ASAD90"
"K200920","男",15,33.966667,"CAT 200","ASAD170"
"K200930","女",14,39.766667,"CAT 200","ASAD170"
"K200960","女",17,53.766667,"CAT 200","ASAD170"
"K201000","女",15,35.700000,"CAT 200","ASAD170"
"K201010","男",16,53.500000,"CAT 200","S50"
"K201020","男",20,21.066667,"CAT 200","ASAD90"
"K201030","女",19,30.066667,"CAT 200","ASAD170"
"K201040","女",20,46.266667,"CAT 200","ASAD170"
"K201080","女",18,51.566667,"CAT 200","ASAD170"
"K201160","女",20,13.366667,"CAT 200","ASAD90"
"K201170","男",16,36.866667,"CAT 200","ASAD170"
"K201200","男",19,14.966667,"CAT 200","ASAD170"
"K201210","男",14,24.633333,"CAT 200","ASAD170"
"K201220","男",12,42.633333,"CAT 200","ASAD170"
"K201240","女",25,49.733333,"CAT 200","ASAD170"
"K201250","男",21,37.033333,"CAT 200","ASAD170"
"K201290","女",14,24.933333,"CAT 200","ASAD170"
"K201300","女",13,11.766667,"CAT 200","ASAD170"
"K201360","女",16,29.733333,"CAT 200","ASAD170"
"K201400","女",14,53.133333,"CAT 200","ASAD170"
"K201430","女",14,30.033333,"CAT 200","ASAD170"
"K201440","女",12,53.266667,"CAT 200","ASAD170"
"K201450","女",14,12.266667,"CAT 200","ASAD90"
"K201460","女",17,18.600000,"CAT 200","ASAD170"
"K201470","男",20,42.566667,"CAT 200","S50"
"K201510","女",17,24.200000,"CAT 200","ASAD170"
"K201560","女",22,20.133333,"CAT 200","ASAD90"
"K201570","女",25,56.966667,"CAT 200","ASAD170"
"K201580","男",19,27.733333,"CAT 200","ASAD90"
"K201590","男",14,30.366667,"CAT 200","ASAD170"
"K201610","男",24,15.100000,"CAT 200","S50"
"K201630","男",22,58.166667,"CAT 200","ASAD170"
"K201650","男",19,36.866667,"CAT 200","ASAD170"
"K201660","女",22,50.533333,"CAT 200","ASAD90"
"K201700","男",22,37.700000,"CAT 200","ASAD170"
"K201740","男",18,52.800000,"CAT 200","S50"
"K201760","男",17,46.833333,"CAT 200","ASAD170"
"K201810","男",22,24.133333,"CAT 200","ASAD170"
"K201840","男",22,31.300000,"CAT 200","S50"
"K201880","女",23,11.100000,"CAT 200","S50"
"K201890","女",24,43.400000,"CAT 200","ASAD170"
"K202010","女",14,29.266667,"CAT 200","ASAD170"
"K202030","男",20,15.333333,"CAT 200","ASAD170"
"K202060","男",13,33.533333,"CAT 200","ASAD90"
"K202100","女",18,30.866667,"CAT 200","ASAD90"
"K202110","男",20,44.900000,"CAT 200","ASAD170"
"K202130","女",17,15.966667,"CAT 200","ASAD170"
"K202140","男",25,23.533333,"CAT 200","ASAD170"
"K202160","男",20,56.566667,"CAT 200","ASAD90"
"K202170","男",15,34.600000,"CAT 200","ASAD170"
"K202280","女",24,25.100000,"CAT 200","ASAD170"
"K202300","男",19,41.233333,"CAT 200","ASAD90"
"K202330","女",12,37.666667,"CAT 200","ASAD170"
"K202350","男",17,21.800000,"CAT 200","S50"
"K202360","女",23,12.266667,"CAT 200","ASAD170"
"K202380","女",17,31.933333,"CAT 200","ASAD170"
"K202420","女",22,19.166667,"CAT 200","ASAD170"
"K202430","女",20,12.800000,"CAT 200","ASAD170"
"K202500","男",16,44.466667,"CAT 200","ASAD170"
"K202540","男",13,19.100000,"CAT 200","ASAD170"
"K202590","男",25,46.266667,"CAT 200","S50"
"K202610","女",19,16.100000,"CAT 200","ASAD170"
"K202630","女",16,55.366667,"CAT 200","ASAD170"
"K202650","女",24,24.933333,"CAT 200","ASAD170"
"K202680","男",25,29.166667,"CAT 200","S50"
"K202690","男",17,21.566667,"CAT 200","S50"
"K202700","女",21,43.466667,"CAT 200","ASAD170"
"K202740","女",12,29.700000,"CAT 200","ASAD170"
"K202770","女",16,17.300000,"CAT 200","ASAD170"
"K202780","女",14,26.966667,"CAT 200","ASAD170"
"K202790","女",21,15.766667,"CAT 200","ASAD90"
"K202810","女",14,24.200000,"CAT 200","ASAD170"
"K202860","女",17,40.500000,"CAT 200","ASAD170"
"K202880","女",22,14.600000,"CAT 200","ASAD170"
"K202890","女",16,29.700000,"CAT 200","ASAD90"
"K202940","男",12,56.766667,"CAT 200","ASAD170"
"K202980","男",12,15.300000,"CAT 200","ASAD90"
"K202990","男",22,28.833333,"CAT 200","ASAD170"
"K203010","女",14,32.766667,"CAT 200","ASAD90"
"K203020","男",25,13.466667,"CAT 200","ASAD170"
"K203030","女",15,29.333333,"CAT 200","ASAD170"
"K203040","女",17,38.533333,"CAT 200","ASAD90"
"K203080","女",23,45.266667,"CAT 200","ASAD170"
"K203130","女",23,25.133333,"CAT 200","ASAD170"
"K203140","女",18,31.433333,"CAT 200","ASAD90"
"K203210","女",24,38.933333,"CAT 200","ASAD90"
"K203240","女",20,10.000000,"CAT 200","ASAD170"
"K203250","男",18,53.266667,"CAT 200","ASAD170"
"K203270","男",23,25.033333,"CAT 200","ASAD170"
"K203310","女",15,35.133333,"CAT 200","ASAD170"
"K203380","男",20,50.900000,"CAT 200","ASAD170"
"K203390","男",13,49.800000,"CAT 200","ASAD90"
"K203410","女",22,41.000000,"CAT 200","ASAD170"
"K203420","男",16,39.400000,"CAT 200","ASAD170"
"K203470","男",23,29.133333,"CAT 200","ASAD170"
"K203480","男",20,34.433333,"CAT 200","ASAD170"
"K203500","女",24,52.800000,"CAT 200","ASAD90"
"K203510","男",15,28.366667,"CAT 200","ASAD170"
"K203540","女",16,32.633333,"CAT 200","ASAD170"
"K203550","女",18,22.333333,"CAT 200","S50"
"K203580","女",22,37.300000,"CAT 200","ASAD170"
"K203600","女",25,27.966667,"CAT 200","ASAD170"
"K203620","女",22,10.433333,"CAT 200","ASAD170"
"K203630","女",19,12.400000,"CAT 200","ASAD170"
"K203680","女",16,23.100000,"CAT 200","S50"
"K203700","女",22,19.633333,"CAT 200","ASAD170"
"K203720","男",25,24.200000,"CAT 200","ASAD170"
"K203730","女",19,41.966667,"CAT 200","ASAD170"
"K203750","男",20,54.933333,"CAT 200","ASAD170"
"K203790","女",25,36.600000,"CAT 200","ASAD170"
"K203810","女",22,39.733333,"CAT 200","ASAD170"
"K203840","男",25,27.333333,"CAT 200","ASAD90"
"K203860","女",22,18.066667,"CAT 200","ASAD170"
"K203870","男",19,34.633333,"CAT 200","ASAD170"
"K203890","女",21,35.633333,"CAT 200","ASAD170"
"K203920","女",19,36.533333,"CAT 200","ASAD170"
"K203940","女",21,33.200000,"CAT 200","S50"
"K203950","女",25,33.866667,"CAT 200","ASAD170"
"K204000","女",18,20.466667,"CAT 200","ASAD170"
"K204020","女",17,55.533333,"CAT 200","ASAD170"
"K204030","男",22,49.566667,"CAT 200","ASAD90"
"K204070","男",25,28.000000,"CAT 200","ASAD170"
"K204080","女",12,46.033333,"CAT 200","ASAD90"
"K204100","女",24,48.833333,"CAT 200","ASAD170"
"K204150","女",24,12.700000,"Play 100","ASAD170"
"K204160","女",12,58.133333,"Play 100","ASAD170"
"K204170","女",13,48.700000,"Play 100","ASAD90"
"K204190","女",19,15.100000,"Play 100","ASAD170"
"K204250","女",19,49.000000,"Play 100","ASAD170"
"K204310","女",18,48.333333,"Play 100","ASAD170"
"K204320","女",25,39.766667,"Play 100","ASAD170"
"K204350","女",18,11.666667,"Play 100","ASAD170"
"K204370","女",13,49.933333,"Play 100","ASAD170"
"K204380","男",17,21.100000,"Play 100","ASAD170"
"K204390","女",22,56.900000,"Play 100","ASAD170"
"K204400","女",19,50.966667,"Play 100","ASAD170"
"K204440","女",24,32.233333,"Play 100","ASAD170"
"K204460","女",15,38.600000,"Play 100","ASAD90"
"K204480","男",18,57.166667,"Play 100","ASAD90"
"K204510","男",23,43.466667,"Play 100","ASAD170"
"K204540","女",14,17.233333,"Play 100","ASAD170"
"K204560","女",25,38.966667,"Play 100","ASAD90"
"K204570","男",23,47.566667,"Play 100","ASAD90"
"K204600","女",23,11.833333,"Play 100","ASAD170"
"K204610","男",17,18.966667,"Play 100","ASAD170"
"K204640","男",23,13.933333,"Play 100","ASAD170"
"K204710","女",12,19.466667,"Play 100","ASAD170"
"K204740","男",15,33.800000,"Play 100","ASAD90"
"K204770","男",24,13.833333,"Play 100","ASAD90"
"K204790","男",16,56.533333,"Play 100","ASAD170"
"K204800","女",22,17.000000,"Play 100","S50"
"K204830","男",20,22.633333,"Play 100","ASAD90"
"K204850","男",15,19.600000,"Play 100","ASAD170"
"K204880","男",20,15.000000,"Play 100","ASAD90"
"K204920","男",21,37.800000,"Play 100","ASAD170"
"K204930","男",19,38.533333,"Play 100","ASAD170"
"K204980","女",16,17.200000,"Play 100","ASAD170"
"K204990","女",23,27.333333,"Play 100","ASAD170"
"K205010","男",19,45.166667,"Play 100","ASAD170"
"K205060","男",20,11.700000,"Play 100","ASAD170"
"K205150","男",19,22.700000,"Play 100","ASAD170"
"K205170","女",19,14.533333,"Play 300","ASAD170"
"K205190","女",17,28.133333,"Play 300","ASAD90"
"K205200","女",21,38.766667,"Play 300","ASAD170"
"K205220","女",16,52.866667,"Play 300","ASAD170"
"K205260","女",18,55.733333,"Play 300","ASAD170"
"K205310","女",16,53.500000,"Play 300","ASAD170"
"K205320","男",18,11.466667,"Play 300","ASAD170"
"K205330","男",24,26.566667,"Play 300","ASAD170"
"K205340","女",15,19.266667,"Play 300","ASAD170"
"K205350","女",25,20.933333,"Play 300","ASAD170"
"K205370","女",18,18.133333,"Play 300","ASAD170"
"K205380","女",24,19.233333,"Play 300","ASAD170"
"K205430","男",12,22.700000,"Play 300","ASAD170"
"K205440","男",18,57.766667,"Play 300","ASAD170"
"K205450","女",20,54.633333,"Play 300","ASAD170"
"K205460","男",24,40.866667,"Play 300","ASAD170"
"K205480","女",21,12.200000,"Play 300","ASAD90"
