Time,Date,Username
'10:35:11','19/02/2001','user_4190433'
'12:47:57','23/02/2001','user_2149348'
'01:04:33','25/02/2001','user_4871046'
'17:06:02','25/02/2001','user_1912523'
'00:17:57','20/02/2001','user_4944007'
'12:17:37','24/02/2001','user_3897625'
'15:43:43','20/02/2001','user_1342976'
'22:03:04','22/02/2001','user_583882'
'19:35:11','18/02/2001','user_4649471'
'11:16:19','24/02/2001','user_2244554'
'15:10:11','18/02/2001','user_619737'
'22:58:32','23/02/2001','user_3882679'
'08:26:42','21/02/2001','user_3646152'
'20:44:19','22/02/2001','user_2576389'
'11:53:20','20/02/2001','user_2591035'
'16:54:32','23/02/2001','user_2570430'
'15:29:35','25/02/2001','user_2356507'
'10:47:18','24/02/2001','user_411160'
'03:26:55','24/02/2001','user_1436453'
'07:21:06','25/02/2001','user_1465467'
'19:06:08','23/02/2001','user_3492675'
'03:08:56','24/02/2001','user_4439527'
'16:34:26','20/02/2001','user_2811197'
'20:10:06','18/02/2001','user_626984'
'00:58:30','19/02/2001','user_1483178'
'05:50:11','22/02/2001','user_4160444'
'09:42:23','19/02/2001','user_2591035'
'15:29:58','24/02/2001','user_4004813'
'08:29:33','24/02/2001','user_162438'
'09:54:47','22/02/2001','user_2699462'
'03:33:09','21/02/2001','user_1955722'
'21:19:00','23/02/2001','user_1324379'
'07:22:19','20/02/2001','user_4185720'
'16:34:33','24/02/2001','user_4798002'
'15:05:23','21/02/2001','user_3593826'
'19:36:22','25/02/2001','user_2340425'
'15:42:08','21/02/2001','user_2931794'
'08:01:13','22/02/2001','user_2844451'
'01:20:57','25/02/2001','user_863606'
'06:06:06','21/02/2001','user_81429'
'00:01:55','22/02/2001','user_3196096'
'01:52:42','21/02/2001','user_653598'
'04:52:17','25/02/2001','user_1501547'
'06:59:42','23/02/2001','user_2021044'
'03:33:37','23/02/2001','user_2863815'
'18:11:25','21/02/2001','user_2539819'
'15:25:51','21/02/2001','user_1715604'
'13:46:59','24/02/2001','user_3773400'
'16:49:25','18/02/2001','user_2960624'
'23:15:03','25/02/2001','user_4442551'
'19:03:33','19/02/2001','user_962133'
'03:17:34','25/02/2001','user_4995260'
'03:36:17','20/02/2001','user_473561'
'07:42:53','20/02/2001','user_3285228'
'19:22:49','22/02/2001','user_4929698'
'16:33:38','24/02/2001','user_254307'
'04:14:30','21/02/2001','user_2244554'
'19:26:13','18/02/2001','user_2817849'
'03:04:39','21/02/2001','user_3156916'
'22:49:53','22/02/2001','user_1479820'
'10:55:11','22/02/2001','user_836171'
'02:19:14','24/02/2001','user_3808504'
'05:47:21','24/02/2001','user_2545480'
'23:51:33','24/02/2001','user_2111601'
'00:25:38','20/02/2001','user_4157127'
'14:22:05','18/02/2001','user_718749'
'00:06:10','24/02/2001','user_3207910'
'04:06:49','21/02/2001','user_1483178'
'06:12:31','20/02/2001','user_2099683'
'05:44:22','20/02/2001','user_431084'
'19:33:19','20/02/2001','user_3262387'
'02:39:46','25/02/2001','user_1253853'
'15:40:08','24/02/2001','user_2960624'
'19:06:45','19/02/2001','user_4764619'
'05:16:47','20/02/2001','user_2931794'
'15:02:26','25/02/2001','user_583882'
'08:22:36','22/02/2001','user_863606'
'01:08:47','23/02/2001','user_3688576'
'18:04:04','24/02/2001','user_411160'
'14:30:56','19/02/2001','user_1847838'
'18:28:51','23/02/2001','user_4467029'
'17:31:35','19/02/2001','user_4115353'
'21:31:48','22/02/2001','user_622429'
'07:23:37','18/02/2001','user_1953925'
'10:30:23','22/02/2001','user_4987544'
'08:55:14','21/02/2001','user_4048487'
'04:15:23','21/02/2001','user_3041606'
'15:58:35','18/02/2001','user_4925049'
'07:43:45','22/02/2001','user_4157127'
'14:45:45','25/02/2001','user_2705698'
'18:01:47','25/02/2001','user_3690931'
'07:34:10','18/02/2001','user_2391717'
'03:05:23','23/02/2001','user_1833937'
'21:18:27','18/02/2001','user_1151379'
'10:28:54','25/02/2001','user_380007'
'03:02:08','19/02/2001','user_2222922'
'16:53:03','23/02/2001','user_2355443'
'07:06:40','25/02/2001','user_4025488'
'20:46:45','24/02/2001','user_4202633'
'10:11:58','18/02/2001','user_1325738'
'13:28:09','24/02/2001','user_4624088'
'16:25:23','25/02/2001','user_1953925'
'03:31:11','20/02/2001','user_2989072'
'04:46:39','23/02/2001','user_3406231'
'22:49:53','21/02/2001','user_4254652'
'04:08:32','23/02/2001','user_3346354'
'22:34:51','21/02/2001','user_2888941'
'18:02:04','21/02/2001','user_4694611'
'02:51:40','23/02/2001','user_2030634'
'02:30:08','18/02/2001','user_4631916'
'03:09:24','24/02/2001','user_4370397'
'22:53:42','19/02/2001','user_4067063'
'11:43:15','23/02/2001','user_2136274'
'02:12:46','24/02/2001','user_2522267'
'13:22:13','21/02/2001','user_4798711'
'10:04:11','24/02/2001','user_4336138'
'00:16:22','22/02/2001','user_2934751'
'18:05:33','24/02/2001','user_4798979'
'08:49:59','22/02/2001','user_4378384'
'02:20:13','24/02/2001','user_1088347'
'14:26:55','21/02/2001','user_4196878'
'18:32:26','21/02/2001','user_13057'
'06:58:54','19/02/2001','user_996360'
'11:29:09','18/02/2001','user_2956577'
'17:06:04','20/02/2001','user_3008011'
'10:36:58','23/02/2001','user_4844853'
'16:19:58','21/02/2001','user_2340425'
'10:17:06','20/02/2001','user_2811197'
'23:53:34','24/02/2001','user_4196878'
'06:16:51','18/02/2001','user_3741651'
'16:08:53','20/02/2001','user_429832'
'00:11:22','21/02/2001','user_4187178'
'09:37:50','24/02/2001','user_961614'
'00:55:33','23/02/2001','user_1424950'
'23:11:24','22/02/2001','user_819070'
'12:35:55','23/02/2001','user_2737515'
'22:10:10','21/02/2001','user_2438564'
'01:34:03','18/02/2001','user_2861259'
'06:14:44','21/02/2001','user_308'
'16:14:53','23/02/2001','user_2456279'
'19:44:27','25/02/2001','user_1843512'
'18:11:19','21/02/2001','user_694465'
'12:46:44','21/02/2001','user_1225231'
'03:46:53','22/02/2001','user_1471357'
'18:35:59','19/02/2001','user_2438564'
'22:41:53','25/02/2001','user_1431286'
'16:07:46','25/02/2001','user_3741807'
'02:28:48','25/02/2001','user_3356818'
'14:00:51','21/02/2001','user_1979139'
'23:40:23','20/02/2001','user_126027'
'19:49:28','23/02/2001','user_996360'
'21:57:09','25/02/2001','user_2956577'
'16:08:18','21/02/2001','user_1144740'
'02:23:28','24/02/2001','user_1032851'
'04:14:37','19/02/2001','user_3525882'
'23:54:03','20/02/2001','user_4270244'
'20:06:03','20/02/2001','user_2976088'
'15:51:01','20/02/2001','user_2611839'
'14:57:49','23/02/2001','user_2827793'
'11:10:18','24/02/2001','user_3468286'
'12:19:55','25/02/2001','user_1479820'
'18:10:40','19/02/2001','user_2156113'
'17:14:01','20/02/2001','user_2848987'
'12:33:32','25/02/2001','user_183756'
'20:42:39','19/02/2001','user_3999617'
'14:50:02','24/02/2001','user_2370651'
'14:50:04','25/02/2001','user_694465'
'04:55:53','21/02/2001','user_653598'
'17:53:25','22/02/2001','user_2741917'
'00:36:57','23/02/2001','user_1324379'
'12:45:19','24/02/2001','user_3608568'
'04:01:50','21/02/2001','user_225588'
'09:16:04','23/02/2001','user_1852758'
'11:52:00','24/02/2001','user_2907175'
'07:12:24','25/02/2001','user_4439527'
'21:03:03','22/02/2001','user_2918085'
'19:20:44','23/02/2001','user_4067063'
'14:30:37','25/02/2001','user_2286304'
'04:49:49','22/02/2001','user_1436102'
'05:12:46','22/02/2001','user_1934361'
'20:42:20','24/02/2001','user_1964161'
'19:38:45','22/02/2001','user_1469316'
'20:16:14','22/02/2001','user_3531208'
'21:36:58','23/02/2001','user_2392483'
'13:43:22','23/02/2001','user_513781'
'08:52:00','23/02/2001','user_1791851'
'23:32:49','22/02/2001','user_2244554'
'03:19:35','23/02/2001','user_2309296'
'06:49:48','24/02/2001','user_2891993'
'15:48:55','22/02/2001','user_2349913'
'09:44:48','23/02/2001','user_584338'
'02:39:22','19/02/2001','user_3071749'
'18:14:48','25/02/2001','user_586129'
'04:50:07','23/02/2001','user_1225231'
'14:07:53','20/02/2001','user_3027515'
'21:49:33','22/02/2001','user_2386488'
'12:59:05','24/02/2001','user_1834453'
'06:53:55','24/02/2001','user_567184'
'09:56:41','20/02/2001','user_3381652'
'11:27:54','20/02/2001','user_4832053'
'12:42:49','22/02/2001','user_1792755'
'20:36:25','21/02/2001','user_372529'
'06:14:07','21/02/2001','user_2106454'
'11:07:29','18/02/2001','user_1467854'
'00:49:47','22/02/2001','user_1499059'
'00:20:37','20/02/2001','user_4147572'
'05:23:24','21/02/2001','user_441698'
'15:42:14','23/02/2001','user_1852758'
'04:07:57','23/02/2001','user_625524'
'22:29:16','18/02/2001','user_2255157'
'14:57:51','22/02/2001','user_4190433'
'08:10:24','20/02/2001','user_1425449'
'05:33:38','23/02/2001','user_3381652'
'15:32:18','21/02/2001','user_694465'
'22:43:39','21/02/2001','user_498010'
'11:40:45','22/02/2001','user_4325854'
'03:01:34','25/02/2001','user_4237856'
'17:21:46','20/02/2001','user_3688576'
'03:37:56','22/02/2001','user_2306920'
'08:41:02','23/02/2001','user_349550'
'07:54:51','23/02/2001','user_21525'
'07:31:56','25/02/2001','user_1314872'
'08:13:47','22/02/2001','user_4852055'
'22:43:25','24/02/2001','user_541182'
'11:50:44','19/02/2001','user_2539819'
'20:00:58','19/02/2001','user_707494'
'10:19:31','22/02/2001','user_3438343'
'01:08:36','20/02/2001','user_3665748'
'05:01:14','20/02/2001','user_3166353'
'06:50:10','23/02/2001','user_910707'
'20:14:11','23/02/2001','user_4370397'
'22:55:48','19/02/2001','user_3285228'
'16:12:41','25/02/2001','user_567184'
'01:15:45','25/02/2001','user_4379564'
'17:44:54','22/02/2001','user_3406231'
'18:24:18','24/02/2001','user_1282951'
'11:03:38','18/02/2001','user_253560'
'19:34:42','21/02/2001','user_2114291'
'21:02:37','19/02/2001','user_4467029'
'03:03:31','21/02/2001','user_4040603'
'13:27:00','23/02/2001','user_1974827'
'05:15:03','19/02/2001','user_1324379'
'02:23:17','21/02/2001','user_1788497'
'06:00:40','22/02/2001','user_416896'
'04:03:57','25/02/2001','user_2592504'
'11:43:16','21/02/2001','user_3754530'
'07:10:30','24/02/2001','user_3584144'
'23:25:42','19/02/2001','user_2079995'
'23:02:53','24/02/2001','user_2386579'
'17:29:09','22/02/2001','user_1285250'
'05:54:42','25/02/2001','user_3913525'
'01:24:03','22/02/2001','user_2760004'
'11:50:37','19/02/2001','user_1531834'
'16:57:24','22/02/2001','user_4442551'
'17:56:02','21/02/2001','user_2890395'
'12:01:42','23/02/2001','user_2577726'
'05:19:09','23/02/2001','user_729295'
'21:26:11','22/02/2001','user_2328899'
'05:25:48','23/02/2001','user_2025377'
'15:46:02','23/02/2001','user_3474422'
'16:53:01','20/02/2001','user_2025377'
'19:48:42','24/02/2001','user_425629'
'10:14:17','22/02/2001','user_3495603'
'07:42:10','24/02/2001','user_1581704'
'08:36:24','22/02/2001','user_664757'
'16:18:42','23/02/2001','user_3940264'
'02:30:27','23/02/2001','user_1677948'
'07:51:30','22/02/2001','user_2888941'
'00:20:18','21/02/2001','user_4082598'
'05:53:25','18/02/2001','user_4182912'
'09:49:44','23/02/2001','user_652860'
'20:12:08','21/02/2001','user_3678138'
'20:51:47','19/02/2001','user_1225231'
'19:01:10','23/02/2001','user_4631916'
'14:57:19','18/02/2001','user_3742806'
'00:50:47','24/02/2001','user_2827793'
'07:14:36','23/02/2001','user_1384866'
'11:52:23','25/02/2001','user_1250479'
'16:06:50','23/02/2001','user_2985280'
'13:12:51','25/02/2001','user_4508672'
'03:46:39','25/02/2001','user_1225231'
'01:32:08','23/02/2001','user_1899190'
'03:34:13','25/02/2001','user_2835178'
'15:47:55','18/02/2001','user_2384323'
'20:48:46','21/02/2001','user_4985866'
'01:38:51','19/02/2001','user_2244554'
'08:31:01','21/02/2001','user_3584282'
'10:57:16','19/02/2001','user_1514822'
'13:56:49','20/02/2001','user_4186320'
'14:20:28','24/02/2001','user_737489'
'07:43:30','22/02/2001','user_3754530'
'11:13:54','20/02/2001','user_3541722'
'23:08:00','21/02/2001','user_4146838'
'13:16:26','20/02/2001','user_4050374'
'02:09:26','24/02/2001','user_2287820'
'10:32:43','23/02/2001','user_1635151'
'10:00:41','21/02/2001','user_2204602'
'21:12:59','23/02/2001','user_2029695'
'08:02:16','24/02/2001','user_1199934'
'12:06:38','19/02/2001','user_4196878'
'04:45:33','25/02/2001','user_4865042'
'02:17:44','25/02/2001','user_1431286'
'18:50:26','22/02/2001','user_4798979'
'00:07:16','20/02/2001','user_1632854'
'15:03:27','19/02/2001','user_740388'
'14:24:28','20/02/2001','user_3993113'
'19:19:42','22/02/2001','user_2686336'
'08:48:43','25/02/2001','user_3842428'
'03:19:15','23/02/2001','user_3438343'
'14:12:36','21/02/2001','user_4506127'
'01:05:19','21/02/2001','user_2363491'
'02:13:22','19/02/2001','user_213577'
'01:39:45','18/02/2001','user_2936046'
'11:27:58','20/02/2001','user_4318546'
'23:47:20','24/02/2001','user_17323'
'02:13:29','19/02/2001','user_3882679'
'12:10:52','19/02/2001','user_1934361'
'03:01:04','21/02/2001','user_1356032'
'19:33:21','19/02/2001','user_3646152'
'18:03:15','21/02/2001','user_1336328'
'04:58:06','22/02/2001','user_3699528'
'05:28:59','21/02/2001','user_583882'
'04:39:42','23/02/2001','user_3993113'
'19:42:51','25/02/2001','user_3267684'
'15:24:34','19/02/2001','user_2310796'
'18:05:46','25/02/2001','user_2749990'
'10:44:42','25/02/2001','user_3087365'
'07:20:08','21/02/2001','user_1939146'
'14:27:34','23/02/2001','user_4370397'
'17:49:00','23/02/2001','user_316854'
'17:33:17','20/02/2001','user_1498820'
'06:01:02','22/02/2001','user_3770012'
'08:36:44','24/02/2001','user_4370397'
'08:59:58','21/02/2001','user_1791851'
'11:59:57','24/02/2001','user_1597151'
'11:47:54','21/02/2001','user_3842428'
'14:45:05','21/02/2001','user_4911955'
'22:37:49','25/02/2001','user_2018979'
'20:18:37','20/02/2001','user_1648381'
'16:02:07','18/02/2001','user_4925049'
'10:06:36','20/02/2001','user_2328746'
'20:16:25','19/02/2001','user_1539562'
'22:31:46','21/02/2001','user_2934751'
'11:35:38','21/02/2001','user_4633044'
'21:46:49','23/02/2001','user_583882'
'20:05:12','25/02/2001','user_3200861'
'02:02:11','22/02/2001','user_1847838'
'07:29:24','24/02/2001','user_492134'
'08:55:43','25/02/2001','user_949947'
'19:13:11','18/02/2001','user_1953925'
'12:39:30','23/02/2001','user_2156113'
'12:48:40','25/02/2001','user_1314872'
'03:33:42','25/02/2001','user_3913525'
'12:23:02','23/02/2001','user_2627711'
'13:01:11','23/02/2001','user_3375031'
'01:42:57','25/02/2001','user_3903182'
'20:45:56','25/02/2001','user_3178671'
'22:22:08','24/02/2001','user_1632854'
'12:04:03','24/02/2001','user_974905'
'20:43:14','19/02/2001','user_3438343'
'04:38:28','22/02/2001','user_4977345'
'03:31:52','21/02/2001','user_4135577'
'23:02:20','25/02/2001','user_654674'
'04:41:27','23/02/2001','user_1079992'
'23:08:56','25/02/2001','user_740388'
'23:00:40','22/02/2001','user_3473359'
'08:41:45','24/02/2001','user_1597151'
'19:23:17','25/02/2001','user_2665825'
'19:02:42','24/02/2001','user_126897'
'13:23:20','24/02/2001','user_3824905'
'16:19:37','25/02/2001','user_349550'
'02:30:01','25/02/2001','user_3921762'
'00:32:49','22/02/2001','user_3422537'
'09:47:24','25/02/2001','user_1223993'
'01:17:26','24/02/2001','user_1483178'
'16:44:03','25/02/2001','user_3786111'
'18:06:29','18/02/2001','user_253796'
'14:07:44','23/02/2001','user_4985721'
'19:42:47','21/02/2001','user_2891993'
'02:34:40','24/02/2001','user_1614975'
'11:02:50','24/02/2001','user_996360'
'15:20:47','23/02/2001','user_2890395'
'16:13:00','21/02/2001','user_3389329'
'01:53:01','20/02/2001','user_4726148'
'01:18:48','25/02/2001','user_416896'
'06:36:34','24/02/2001','user_2545480'
'13:15:17','25/02/2001','user_2244554'
'02:44:36','22/02/2001','user_4076751'
'06:33:58','19/02/2001','user_2532931'
'08:53:55','25/02/2001','user_1833937'
'11:30:50','23/02/2001','user_3475177'
'02:57:24','22/02/2001','user_256047'
'22:54:31','20/02/2001','user_658897'
'23:10:39','21/02/2001','user_836171'
'04:27:28','21/02/2001','user_625524'
'00:10:48','24/02/2001','user_1118546'
'00:01:04','22/02/2001','user_3111832'
'03:21:14','23/02/2001','user_4370397'
'14:37:05','19/02/2001','user_650532'
'11:20:36','23/02/2001','user_622429'
'09:06:08','23/02/2001','user_2768808'
'05:09:53','23/02/2001','user_3108853'
'18:50:58','20/02/2001','user_1189926'
'16:59:35','25/02/2001','user_4987544'
'11:13:30','21/02/2001','user_2691650'
'01:28:34','18/02/2001','user_771164'
'23:08:04','19/02/2001','user_2935047'
'16:22:51','21/02/2001','user_2033182'
'04:29:58','22/02/2001','user_2976088'
'09:04:29','23/02/2001','user_4886095'
'10:25:51','18/02/2001','user_3375031'
'11:14:37','20/02/2001','user_511759'
'06:39:38','22/02/2001','user_1324379'
'11:13:03','20/02/2001','user_4767743'
'00:50:13','23/02/2001','user_1894990'
'22:09:36','23/02/2001','user_3724817'
'19:01:47','24/02/2001','user_2891993'
'08:38:27','25/02/2001','user_1953925'
'19:28:27','22/02/2001','user_4182912'
'08:05:20','21/02/2001','user_4004813'
'06:59:17','24/02/2001','user_2545480'
'11:10:12','23/02/2001','user_2942552'
'05:04:37','24/02/2001','user_586129'
'12:23:51','24/02/2001','user_716287'
'05:15:43','24/02/2001','user_4932344'
'14:57:52','19/02/2001','user_863606'
'22:41:31','23/02/2001','user_4203625'
'13:03:22','22/02/2001','user_1616326'
'05:28:49','24/02/2001','user_4050374'
'21:52:09','22/02/2001','user_4336138'
'20:13:04','24/02/2001','user_2550801'
'14:48:08','20/02/2001','user_410536'
'10:16:04','22/02/2001','user_2727062'
'18:41:27','25/02/2001','user_4190433'
'12:08:54','19/02/2001','user_986540'
'21:45:43','23/02/2001','user_4084832'
'22:39:03','19/02/2001','user_958892'
'17:06:17','19/02/2001','user_2470227'
'00:07:26','18/02/2001','user_4832053'
'09:17:01','24/02/2001','user_429832'
'09:41:45','22/02/2001','user_17323'
'04:50:13','25/02/2001','user_710516'
'04:36:21','24/02/2001','user_2840213'
'03:56:31','23/02/2001','user_1292910'
'01:32:22','25/02/2001','user_2817849'
'13:32:18','19/02/2001','user_213577'
'00:06:27','24/02/2001','user_1847838'
'08:50:07','21/02/2001','user_1812009'
'13:19:22','22/02/2001','user_4730945'
'10:05:59','25/02/2001','user_583882'
'08:09:21','23/02/2001','user_3229060'
'08:18:43','21/02/2001','user_3684635'
'04:09:15','23/02/2001','user_1962673'
'12:09:07','25/02/2001','user_3843906'
'01:23:22','22/02/2001','user_1805096'
'07:17:49','24/02/2001','user_4459652'
'02:10:27','24/02/2001','user_4824470'
'12:44:09','24/02/2001','user_2532931'
'04:04:55','23/02/2001','user_154610'
'10:13:34','22/02/2001','user_836171'
'05:39:31','21/02/2001','user_2907919'
'23:13:26','20/02/2001','user_4490499'
'01:46:38','21/02/2001','user_202709'
'10:28:31','23/02/2001','user_3166353'
'04:24:14','23/02/2001','user_4370397'
'22:00:01','25/02/2001','user_3330824'
'05:21:02','18/02/2001','user_740388'
'06:28:42','24/02/2001','user_4009427'
'16:14:18','22/02/2001','user_819493'
'23:31:42','19/02/2001','user_2345684'
'15:18:17','23/02/2001','user_3192035'
'06:43:10','22/02/2001','user_416896'
'02:19:19','25/02/2001','user_3843906'
'07:52:46','25/02/2001','user_1733421'
'18:04:00','22/02/2001','user_1887891'
'08:16:22','19/02/2001','user_2891993'
'08:26:44','25/02/2001','user_654674'
'07:23:14','23/02/2001','user_4798002'
'17:55:43','23/02/2001','user_583882'
'12:26:02','22/02/2001','user_1225231'
'21:07:37','19/02/2001','user_4798711'
'11:47:24','25/02/2001','user_2170634'
'16:55:02','22/02/2001','user_957115'
'01:48:35','24/02/2001','user_3381652'
'20:36:58','21/02/2001','user_915888'
'20:49:02','24/02/2001','user_3842428'
'00:01:16','19/02/2001','user_694465'
'02:30:48','21/02/2001','user_1957326'
'18:57:16','22/02/2001','user_575362'
'07:03:38','24/02/2001','user_1614975'
'01:09:47','21/02/2001','user_24264'
'15:35:57','22/02/2001','user_3742806'
'08:09:33','21/02/2001','user_4713112'
'22:30:07','25/02/2001','user_1173613'
'21:49:13','24/02/2001','user_545069'
'17:24:16','25/02/2001','user_183756'
'22:35:30','25/02/2001','user_1487746'
'22:20:31','22/02/2001','user_4671709'
'11:26:11','19/02/2001','user_2242748'
'19:21:43','18/02/2001','user_2989072'
'12:46:22','23/02/2001','user_2033182'
'02:21:39','23/02/2001','user_1957326'
'20:26:30','21/02/2001','user_1614975'
'19:12:47','25/02/2001','user_4057471'
'09:49:55','21/02/2001','user_3315318'
'11:50:38','25/02/2001','user_2854189'
'12:12:03','21/02/2001','user_1144740'
'17:14:19','24/02/2001','user_256047'
'03:35:26','21/02/2001','user_3300582'
'20:22:11','18/02/2001','user_1733311'
'13:03:25','24/02/2001','user_2099683'
'04:33:21','24/02/2001','user_668318'
'19:53:52','20/02/2001','user_2817849'
'17:30:42','23/02/2001','user_4387664'
'07:05:26','22/02/2001','user_2936046'
'00:04:58','25/02/2001','user_3672391'
'15:58:25','24/02/2001','user_4717645'
'15:23:35','23/02/2001','user_1614975'
'20:49:34','23/02/2001','user_2545480'
'19:08:37','18/02/2001','user_3376210'
'11:04:23','20/02/2001','user_836171'
'06:59:23','25/02/2001','user_2657866'
'05:20:52','21/02/2001','user_610271'
'21:55:28','19/02/2001','user_4624088'
'14:28:20','24/02/2001','user_1090103'
'12:59:37','18/02/2001','user_710516'
'20:20:52','23/02/2001','user_2470227'
'10:42:33','21/02/2001','user_2033182'
'08:11:11','24/02/2001','user_3065802'
'19:48:14','24/02/2001','user_435997'
'17:18:16','22/02/2001','user_4370397'
'05:55:07','21/02/2001','user_1867754'
'02:15:17','23/02/2001','user_3847734'
'08:12:26','20/02/2001','user_2438564'
'23:59:40','23/02/2001','user_1331136'
'12:51:02','23/02/2001','user_4040659'
'04:59:46','25/02/2001','user_4370397'
'10:25:47','21/02/2001','user_4382919'
'00:05:21','23/02/2001','user_2106454'
'04:54:15','18/02/2001','user_3408819'
'11:53:50','21/02/2001','user_4370397'
'01:40:25','25/02/2001','user_4432083'
'05:14:35','22/02/2001','user_192944'
'19:21:43','21/02/2001','user_3041606'
'21:46:45','23/02/2001','user_2687209'
'15:53:49','21/02/2001','user_2179235'
'04:47:13','25/02/2001','user_707494'
'05:25:57','18/02/2001','user_2830519'
'16:20:28','19/02/2001','user_2456279'
'04:55:55','21/02/2001','user_3187723'
'01:57:55','20/02/2001','user_1931550'
'22:54:33','25/02/2001','user_5988'
'00:53:34','25/02/2001','user_2953541'
'03:43:58','24/02/2001','user_2386579'
'05:21:44','25/02/2001','user_4774440'
'01:40:03','22/02/2001','user_4216925'
'14:05:14','23/02/2001','user_1952598'
'22:56:25','23/02/2001','user_3766648'
'22:44:15','19/02/2001','user_1225231'
'11:52:48','22/02/2001','user_1090103'
'02:09:58','24/02/2001','user_4254652'
'14:58:39','23/02/2001','user_2859733'
'06:07:56','22/02/2001','user_3541722'
'10:23:38','19/02/2001','user_311654'
'23:36:09','24/02/2001','user_1957326'
'08:17:58','20/02/2001','user_2139267'
'14:18:07','25/02/2001','user_846733'
'12:50:14','20/02/2001','user_1934361'
'14:44:56','19/02/2001','user_965883'
'22:09:00','25/02/2001','user_3487722'
'03:36:57','24/02/2001','user_1964161'
'18:17:46','18/02/2001','user_2203853'
'13:29:35','25/02/2001','user_601794'
'04:17:04','18/02/2001','user_3879276'
'14:12:14','24/02/2001','user_4694611'
'17:27:30','24/02/2001','user_957115'
'15:13:06','25/02/2001','user_411160'
'20:53:37','25/02/2001','user_2513804'
'13:46:50','21/02/2001','user_395566'
'19:38:21','22/02/2001','user_1715604'
'08:06:05','19/02/2001','user_2393251'
'00:24:02','24/02/2001','user_2156113'
'19:28:43','19/02/2001','user_3395045'
'10:00:59','21/02/2001','user_4176779'
'01:10:49','20/02/2001','user_1939146'
'15:32:40','25/02/2001','user_710516'
'12:43:17','25/02/2001','user_664217'
'16:19:51','25/02/2001','user_224939'
'01:24:59','24/02/2001','user_1162944'
'12:27:32','23/02/2001','user_3207787'
'16:50:34','23/02/2001','user_4178392'
'01:26:31','25/02/2001','user_3540457'
'14:37:56','24/02/2001','user_4774053'
'11:40:57','19/02/2001','user_2890395'
'11:28:18','22/02/2001','user_974905'
'08:48:51','23/02/2001','user_2992759'
'03:59:14','25/02/2001','user_3207787'
'04:58:32','20/02/2001','user_3897625'
'07:29:03','22/02/2001','user_2099683'
'06:11:26','24/02/2001','user_4370397'
'07:36:25','24/02/2001','user_2446378'
'22:30:23','25/02/2001','user_2550398'
'12:37:01','24/02/2001','user_632378'
'20:26:46','24/02/2001','user_4827663'
'21:18:38','21/02/2001','user_1979139'
'00:32:51','21/02/2001','user_2619325'
'11:11:42','25/02/2001','user_4832053'
'11:29:44','21/02/2001','user_143725'
'00:51:40','23/02/2001','user_524721'
'11:40:58','25/02/2001','user_4331388'
'22:23:30','22/02/2001','user_2657866'
'21:29:41','20/02/2001','user_1431286'
'13:40:13','20/02/2001','user_524721'
'22:18:42','23/02/2001','user_694465'
'01:25:33','25/02/2001','user_316854'
'13:36:11','22/02/2001','user_2245710'
'12:06:52','24/02/2001','user_4985866'
'21:40:59','21/02/2001','user_2687209'
'04:14:27','20/02/2001','user_2513804'
'02:39:30','23/02/2001','user_835601'
'19:48:58','19/02/2001','user_275203'
'20:06:38','19/02/2001','user_3593826'
'08:38:34','20/02/2001','user_2340425'
'23:47:21','19/02/2001','user_2222289'
'16:57:41','24/02/2001','user_1304268'
'19:55:00','22/02/2001','user_353676'
'06:27:25','22/02/2001','user_4237856'
'21:21:43','23/02/2001','user_4387664'
'16:16:17','22/02/2001','user_4076751'
'15:36:19','21/02/2001','user_3625656'
'11:03:22','23/02/2001','user_1820429'
'12:49:02','24/02/2001','user_353676'
'17:26:13','20/02/2001','user_1431286'
'15:46:09','24/02/2001','user_2989072'
'17:32:29','23/02/2001','user_1325738'
'10:13:30','24/02/2001','user_3646152'
'23:30:41','19/02/2001','user_1899190'
'20:35:30','25/02/2001','user_3824905'
'02:20:48','25/02/2001','user_24264'
'03:53:11','25/02/2001','user_1325738'
'07:04:54','25/02/2001','user_748528'
'17:47:44','22/02/2001','user_3897625'
'21:52:19','25/02/2001','user_3582022'
'12:55:26','20/02/2001','user_3223778'
'23:04:21','24/02/2001','user_664217'
'18:15:06','20/02/2001','user_3366080'
'14:34:19','21/02/2001','user_3909373'
'16:07:36','20/02/2001','user_4244975'
'04:31:46','21/02/2001','user_2942552'
'08:54:53','24/02/2001','user_2272294'
'19:18:52','21/02/2001','user_1085190'
'22:31:52','23/02/2001','user_632378'
'13:08:15','23/02/2001','user_3992992'
'21:49:29','20/02/2001','user_2891993'
'14:55:10','22/02/2001','user_1250908'
'11:53:04','22/02/2001','user_2639681'
'22:45:55','23/02/2001','user_3992992'
'00:04:13','22/02/2001','user_4206515'
'14:18:30','24/02/2001','user_2482758'
'13:36:52','24/02/2001','user_3566177'
'18:41:46','23/02/2001','user_3779289'
'17:28:01','24/02/2001','user_2626131'
'06:30:57','19/02/2001','user_1356147'
'08:35:27','22/02/2001','user_3868094'
'09:57:08','19/02/2001','user_4631047'
'00:38:02','25/02/2001','user_768657'
'23:39:54','21/02/2001','user_3524385'
'06:44:12','23/02/2001','user_1598725'
'10:13:00','22/02/2001','user_2090486'
'20:45:31','22/02/2001','user_1933345'
'09:42:50','20/02/2001','user_2220615'
'02:35:06','18/02/2001','user_4941523'
